State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Andhra Pradesh,KADAPA,Horse-gram,2001-02,Kharif,367,Hectare,158,Tonnes,0.430517711
Andhra Pradesh,KADAPA,Horse-gram,2001-02,Rabi,625,Hectare,338,Tonnes,0.5408
Andhra Pradesh,KADAPA,Horse-gram,2002-03,Kharif,243,Hectare,118,Tonnes,0.485596708
Andhra Pradesh,KADAPA,Horse-gram,2002-03,Rabi,6017,Hectare,2226,Tonnes,0.369951803
Andhra Pradesh,KADAPA,Horse-gram,2003-04,Kharif,180,Hectare,65,Tonnes,0.361111111
Andhra Pradesh,KADAPA,Horse-gram,2003-04,Rabi,569,Hectare,308,Tonnes,0.541300527
Andhra Pradesh,KARIMNAGAR,Horse-gram,2001-02,Rabi,1157,Hectare,382,Tonnes,0.330164218
Andhra Pradesh,KARIMNAGAR,Horse-gram,2002-03,Rabi,1407,Hectare,179,Tonnes,0.127221038
Andhra Pradesh,KARIMNAGAR,Horse-gram,2003-04,Rabi,1877,Hectare,612,Tonnes,0.326052211
Andhra Pradesh,KHAMMAM,Horse-gram,2001-02,Rabi,559,Hectare,184,Tonnes,0.329159213
Andhra Pradesh,KHAMMAM,Horse-gram,2002-03,Rabi,503,Hectare,64,Tonnes,0.127236581
Andhra Pradesh,KHAMMAM,Horse-gram,2003-04,Rabi,199,Hectare,65,Tonnes,0.326633166
Andhra Pradesh,KRISHNA,Horse-gram,2001-02,Rabi,617,Hectare,334,Tonnes,0.541329011
Andhra Pradesh,KRISHNA,Horse-gram,2002-03,Rabi,404,Hectare,149,Tonnes,0.368811881
Andhra Pradesh,KRISHNA,Horse-gram,2003-04,Kharif,79,Hectare,29,Tonnes,0.367088608
Andhra Pradesh,KRISHNA,Horse-gram,2003-04,Rabi,635,Hectare,344,Tonnes,0.541732283
Andhra Pradesh,KURNOOL,Horse-gram,2001-02,Kharif,4,Hectare,2,Tonnes,0.5
Andhra Pradesh,KURNOOL,Horse-gram,2001-02,Rabi,1681,Hectare,909,Tonnes,0.540749554
Andhra Pradesh,KURNOOL,Horse-gram,2002-03,Kharif,2,Hectare,1,Tonnes,0.5
Andhra Pradesh,KURNOOL,Horse-gram,2002-03,Rabi,1248,Hectare,462,Tonnes,0.370192308
Andhra Pradesh,KURNOOL,Horse-gram,2003-04,Kharif,8,Hectare,3,Tonnes,0.375
Andhra Pradesh,KURNOOL,Horse-gram,2003-04,Rabi,1143,Hectare,618,Tonnes,0.540682415
Andhra Pradesh,MAHBUBNAGAR,Horse-gram,2001-02,Kharif,6024,Hectare,2422,Tonnes,0.402058433
